NAME,USERNAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH,CHANNEL
Trish Stratus ,trishstratuscom,1800000.0,0.7,Canada,actors,547800.0,instagram
Pattie Mallette ,pattiemallette,1800000.0,4.03,Canada,parenting pets producers author,542300.0,instagram
Daniel Caesar ,danielcaesar,1800000.0,8.37,Canada,entertainment and music,535400.0,instagram
FAZE RAIN ,fazerain,1800000.0,17.39,Canada,entertainment and music video blogger,535100.0,instagram
ju <3 ,juliasilva,1800000.0,0.68,Canada,arts and crafts restaurants,530800.0,instagram
Robbie Amell ,robbieamell,1700000.0,1.66,Canada,entertainment and music actors,507900.0,instagram
Dax ,thatsdax,1600000.0,2.89,Canada,parenting music singer entertainment,494800.0,instagram
Toronto Blue Jays ,bluejays,1600000.0,2.39,Canada,sports,491600.0,instagram
JR Bourne ,jrbourne1111,1600000.0,1.07,Canada,actors music,487400.0,instagram
Jazmyn Bieber ,jazmynbieber,1600000.0,7.23,Canada,lifestyle,483000.0,instagram
Robin Sharma ,robinsharma,1600000.0,0.39,Canada,education upskilling parenting coaching,478100.0,instagram
Atoussa ,mad.gal.music,1600000.0,7.75,Canada,entertainment and music,469800.0,instagram
Dan Shaba ,danshaba,6300000.0,0.2,Canada,food diy and life hacks,1900000.0,tiktok
Ryan Doka ,dokaryan,3000000.0,0.1,Canada,arts and crafts,900000.0,tiktok
Rachid Badouri ,rachidbadouriofficiel,2300000.0,0.5,Canada,entertainment and music,690000.0,tiktok
Yes Theory ,yestheory,2200000.0,0.1,Canada,entertainment and music,660000.0,tiktok
Sergio’s Talks ,sergios.talks,2000000.0,0.1,Canada,entertainment and music,600000.0,tiktok
tristanvandrine ,tristanvd,1600000.0,1.4,Canada,fashion and accessories,480000.0,tiktok
TRAILER PARK BOYS ,trailerparkboysofficial,1400000.0,0.2,Canada,entertainment and music funny,420000.0,tiktok
Coal ,mastercoal,1300000.0,0.3,Canada,video gaming,390000.0,tiktok
Marcus Territory ,marcusterritory,1100000.0,0.1,Canada,fashion and accessories,330000.0,tiktok
Zachdubs ,zachdubs,1100000.0,0.1,Canada,entertainment and music,330000.0,tiktok
Nick The Goalie ,nickthegoalie_1,1100000.0,3.6,Canada,finance,330000.0,tiktok
Pierre-Émile Lv ,love_by_pierreemile,1000000.0,41.3,Canada,entertainment and music,300000.0,tiktok
تلویزیون منوتو ,manotoofficial,525700.0,0.21,United Kingdom,entertainment music,157700.0,threads
Bentley Motors ,bentleymotors,482700.0,0.38,United Kingdom,auto and vehicles,144800.0,threads
Jamie Oliver ,jamieoliver,430700.0,0.27,United Kingdom,food product education,129200.0,threads
ایران اینترنشنال ,iranintltv,387400.0,0.14,United Kingdom,news media,116200.0,threads
Wimbledon ,wimbledon,325000.0,1.04,United Kingdom,sports,97500.0,threads
Morgana Secco ,morganasecco,301700.0,0.21,United Kingdom,family fitness health,90500.0,threads
The Archbishop of Banterbury🇬🇧 ,thearchbishopofbanterbury,282500.0,1.53,United Kingdom,entertainment music funny life society,84800.0,threads
West Ham United ,westham,266400.0,0.09,United Kingdom,sports,79900.0,threads
Pink Floyd ,pinkfloyd,266400.0,0.36,United Kingdom,entertainment music,79900.0,threads
Leicester City ,lcfc,263000.0,0.08,United Kingdom,sports,78900.0,threads
boohoo ,boohoo,259400.0,0.11,United Kingdom,fashion accessories,77800.0,threads
The UK07 Rider ,anurag_dobhal,255200.0,2.3,United Kingdom,education upskilling,76600.0,threads
Tate ,tate,241900.0,0.43,United Kingdom,arts crafts education,72600.0,threads
Memes|Music|Gossip ,imjustbait,222300.0,0.25,United Kingdom,entertainment music fashion accessories,66700.0,threads
Séan Garnier| World Champion ,seanfreestyle,222000.0,0.13,United Kingdom,sports,66600.0,threads
Aston Villa FC ,avfcofficial,218700.0,0.53,United Kingdom,sports,65600.0,threads
OH POLLY ,ohpolly,188500.0,0.13,United Kingdom,fashion accessories,56600.0,threads
We Are England Cricket ,englandcricket,180400.0,0.83,United Kingdom,sports,54100.0,threads
ESPN UK ,espnuk,179300.0,0.28,United Kingdom,sports,53800.0,threads
Stacey Solomon ,staceysolomon,170000.0,2.17,United Kingdom,family entertainment music,51000.0,threads
Dezeen ,dezeen,160400.0,0.12,United Kingdom,arts crafts home garden,48100.0,threads
British Memes 🇬🇧 ,britishmemes,156400.0,0.54,United Kingdom,funny,46900.0,threads
Tobi Brown ,tobjizzle,151500.0,1.15,United Kingdom,gaming,45500.0,threads
VEE. ,veeiye,145100.0,1.03,United Kingdom,fashion accessories,43500.0,threads
Great British Memes 🇬🇧 ,greatbritish.memes,138800.0,0.54,United Kingdom,entertainment music funny,41600.0,threads
Lisa Lanceford ,lisafiitt,135600.0,0.08,United Kingdom,fitness health,40700.0,threads
Secret London ,secret.london,133800.0,0.21,United Kingdom,travel food life society,40200.0,threads
Bela Padilla ,bela,133700.0,0.84,United Kingdom,arts crafts entertainment music,40100.0,threads
Ian Wright ,wrightyofficial,126400.0,1.44,United Kingdom,sports,37900.0,threads
Chilly ,benchilwell,124900.0,2.62,United Kingdom,sports,37500.0,threads
Vex King | Self-love Writer ,vexking,123800.0,0.85,United Kingdom,education life society,37100.0,threads
Dazed ,dazed,122700.0,0.28,United Kingdom,entertainment music fashion accessories,36800.0,threads
Brighton & Hove Albion FC ,officialbhafc,119500.0,0.73,United Kingdom,sports,35900.0,threads
,LONDON • #ThisIsLondon @london,116600.0,0.24,United Kingdom,travel,35000.0,threads
National Gallery ,nationalgallery,109100.0,0.66,United Kingdom,arts crafts,32700.0,threads
HALKEKMAG ,halkekmag,108200.0,0.59,United Kingdom,arts crafts,32500.0,threads
Rich Kids of London ,richkidslondon,107300.0,0.22,United Kingdom,entertainment music finance fashion accessories,32200.0,threads
This Morning ,thismorning,106600.0,0.31,United Kingdom,entertainment music life society,32000.0,threads
Calfreezy ,calfreezy,104300.0,0.91,United Kingdom,entertainment music,31300.0,threads
Dr Alex ,dralexgeorge,99500.0,0.28,United Kingdom,health fitness education,29800.0,threads
Travel & Love - Savi & Vid ,bruisedpassports,95800.0,0.33,United Kingdom,travel family home garden,28700.0,threads
Tasha Amber Ghouri ,tashaghouri,94100.0,0.22,United Kingdom,entertainment music,28200.0,threads
Leeds United ,leedsunited,93000.0,0.64,United Kingdom,sports,27900.0,threads
nationaltrust ,nationaltrust,92300.0,1.27,United Kingdom,nature education home garden,27700.0,threads
VisitScotland ,visitscotland,90800.0,0.43,United Kingdom,travel,27300.0,threads
Ben Black ,benblack,90300.0,0.61,United Kingdom,fashion accessories,27100.0,threads
BBC Good Food ,bbcgoodfood,88700.0,0.15,United Kingdom,food,26600.0,threads
The University of Oxford ,oxford_uni,88400.0,0.3,United Kingdom,education,26500.0,threads
Ferne McCann ,fernemccann,86900.0,0.26,United Kingdom,fitness health,26100.0,threads
PUBLIC DESIRE ,publicdesire,86800.0,0.05,United Kingdom,fashion accessories,26000.0,threads
Tim - Shmee ,shmee150,86400.0,0.73,United Kingdom,auto and vehicles,25900.0,threads
Rob Beckett ,robbeckettcomic,84300.0,0.85,United Kingdom,entertainment music funny,25300.0,threads
House & Garden Magazine ,houseandgardenuk,83300.0,0.29,United Kingdom,home garden,25000.0,threads
Football • Futbol • Soccer ,footyemporium,82600.0,1.26,United Kingdom,sports,24800.0,threads
Aldi UK ,aldiuk,82100.0,0.8,United Kingdom,food,24600.0,threads
AFTV ,aftvmedia,81000.0,0.79,United Kingdom,sports,24300.0,threads
Time Out London ,timeoutlondon,80900.0,0.06,United Kingdom,travel photography,24300.0,threads
EGO OFFICIAL ,egoofficial,80700.0,0.07,United Kingdom,fashion accessory,24200.0,threads
Abimbola kazeem ,jiganbabaoja,80700.0,0.22,United Kingdom,entertainment music acting drama comedy,24200.0,threads
Classic FM ,classicfm,78300.0,0.55,United Kingdom,entertainment music education,23500.0,threads
VISIT LONDON ,visitlondon,77100.0,0.3,United Kingdom,travel,23100.0,threads
Selfridges ,theofficialselfridges,75400.0,0.75,United Kingdom,fashion accessories,22600.0,threads
Nottingham Forest ,officialnffc,74400.0,0.74,United Kingdom,sports,22300.0,threads
JACOB RIGLIN ,jacob,70800.0,0.59,United Kingdom,photography product education upskilling,21200.0,threads
Kristina Makeeva↟Kotleta↟Timon ,hobopeeba,70000.0,0.76,United Kingdom,arts crafts oddly satisfying photography,21000.0,threads
Carolyn ,theslowtraveler,68600.0,0.67,United Kingdom,travel outdoor activity,20600.0,threads
Elvin Levinler 🌈 ,elvin,68200.0,0.84,United Kingdom,fitness health travel,20500.0,threads
Sophie Hannah ,sophiehannah,68000.0,0.22,United Kingdom,fashion accessories home garden,20400.0,threads
,bm_stores,67900.0,0.51,United Kingdom,product showcase finance,20400.0,threads
Chloe Ferry💀 ,chloegshore1,67200.0,0.14,United Kingdom,entertainment music fashion accessories,20200.0,threads
Jennifer Tuffen ,izkiz,66200.0,0.26,United Kingdom,travel,19900.0,threads
Lord's Cricket Ground ,homeofcricket,65600.0,0.54,United Kingdom,sports,19700.0,threads
Sports Direct Football ,sportsdirectfootball,65500.0,0.11,United Kingdom,sports auto and vehicles,19700.0,threads
Elle Edwards ,livefitelle,64400.0,0.26,United Kingdom,health fitness,19300.0,threads
Ahmad al-Rashid ,british_english_plus,64200.0,0.11,United Kingdom,education,19300.0,threads
WTF1 ,wtf1official,63900.0,0.52,United Kingdom,sports,19200.0,threads
DANIEL SIMMONS ,imdanielsimmons,63200.0,1.37,United Kingdom,entertainment music,19000.0,threads
BINKY FELSTEAD ,binkyfelstead,62900.0,0.21,United Kingdom,family,18900.0,threads
Jay Beech ,jayybeech,62800.0,0.27,United Kingdom,entertainment music,18800.0,threads
Toufiluk | توفيلوك ,toufiluk,62700.0,0.67,United Kingdom,education,18800.0,threads
The Sole Supplier ,thesolesupplier,62200.0,0.15,United Kingdom,fashion accessories,18600.0,threads
Christian Martin ,christianmartin03,62100.0,0.11,United Kingdom,news sports entertainment music,18600.0,threads
XENIA TCHOUMI ,xenia,61900.0,0.17,United Kingdom,education upskilling finance entertainment music,18600.0,threads
Pinch of Nom ,pinchofnom,61800.0,0.09,United Kingdom,food,18500.0,threads
Frankie Bridge ,frankiebridge,61200.0,0.32,United Kingdom,entertainment music family education,18400.0,threads
Sam | Sustainable Living ,sambentley,60900.0,0.72,United Kingdom,education life society,18300.0,threads
Tastemade UK ,tastemadeuk,60700.0,0.02,United Kingdom,food,18200.0,threads
The Range ,therangeuk,60200.0,0.2,United Kingdom,home garden arts crafts,18100.0,threads
Esther Oluchi Nwokoro ,astar4real,59800.0,0.43,United Kingdom,entertainment music fashion accessories,17900.0,threads
Jamie Genevieve ,jamiegenevieve,59800.0,1.55,United Kingdom,beauty self care,17900.0,threads
Samira Kazan ,alphafoodie,59600.0,0.53,United Kingdom,food diy life hacks,17900.0,threads
Royal Opera House ,royaloperahouse,59400.0,0.4,United Kingdom,entertainment music,17800.0,threads
Zayn Malik ,zayn,52200000.0,5.09,United Kingdom,entertainment and music music singer musician,15700000.0,instagram
Ed Sheeran ,teddysphotos,46900000.0,0.81,United Kingdom,entertainment and music music songwriting singer,14100000.0,instagram
Liverpool Football Club ,liverpoolfc,44300000.0,0.39,United Kingdom,sports soccer,13300000.0,instagram
Cara Delevingne ,caradelevingne,42100000.0,0.55,United Kingdom,fashion and accessories modeling actor,12600000.0,instagram
Jason Statham ,jasonstatham,40500000.0,2.4,United Kingdom,luxury photography art,12200000.0,instagram
Lewis Hamilton ,lewishamilton,35300000.0,3.01,United Kingdom,sports racing formula1 riders,10600000.0,instagram
Victoria Beckham ,victoriabeckham,32700000.0,0.07,United Kingdom,fashion and accessories beauty and self care product showcase modeling,9800000.0,instagram
Arsenal ,arsenal,27700000.0,0.36,United Kingdom,sports soccer sports team creators celebrities,8300000.0,instagram
Henry Cavill ,henrycavill,27200000.0,5.77,United Kingdom,art,8200000.0,instagram
Liam Payne ,liampayne,26800000.0,4.41,United Kingdom,sports singer,8000000.0,instagram
Raphael Varane ,raphaelvarane,23200000.0,0.72,United Kingdom,sports soccer,7000000.0,instagram
One Direction ,onedirection,22600000.0,17.92,United Kingdom,entertainment and music music band rock,6800000.0,instagram
Rosie HW ,rosiehw,19800000.0,1.25,United Kingdom,beauty and self care fashion and accessories modeling entrepreneur,5900000.0,instagram
Perrie 🖤 ,perrieedwards,19400000.0,1.24,United Kingdom,entertainment and music beauty and self care singer music,5800000.0,instagram
Louis Tomlinson ,louist91,18200000.0,3.46,United Kingdom,music shopping,5500000.0,instagram
Little Mix ,littlemix,17600000.0,1.29,United Kingdom,music,5300000.0,instagram
Gordon Ramsay ,gordongram,17100000.0,0.31,United Kingdom,food chef,5100000.0,instagram
Marcus Rashford MBE ,marcusrashford,17000000.0,2.6,United Kingdom,sports soccer,5100000.0,instagram
Tottenham Hotspur ,spursofficial,16300000.0,0.15,United Kingdom,sports sports team creators celebrities,4900000.0,instagram
RITA ORA ,ritaora,16100000.0,0.27,United Kingdom,entertainment and music music modeling,4800000.0,instagram
Dr .🧿Naomi Campbell ,naomi,16000000.0,0.4,United Kingdom,fashion and accessories celebrity actors entertainment,4800000.0,instagram
Harry Kane ,harrykane,15200000.0,0.8,United Kingdom,sports soccer,4600000.0,instagram
SAM SMITH ,samsmith,14600000.0,0.91,United Kingdom,entertainment and music modeling music,4400000.0,instagram
S O P H I E T U R N E R ,sophiet,14500000.0,5.07,United Kingdom,fashion writers modeling,4300000.0,instagram
Jessie J ,jessiej,14000000.0,0.69,United Kingdom,music singer songwriting,4200000.0,instagram
Julián Alvarez🕷 ,juliaanalvarez,14000000.0,9.99,United Kingdom,sports,4200000.0,instagram
Amy Jackson ,iamamyjackson,13600000.0,0.46,United Kingdom,entertainment and music celebrity modeling styling,4100000.0,instagram
KSI ,ksi,13200000.0,0.11,United Kingdom,business and finance lifestyle actors music,4000000.0,instagram
Sophie Dee ,sophiedee,12900000.0,0.87,United Kingdom,celebrity actors celebrities,3900000.0,instagram
Nof ,nof.ad,12700000.0,3.51,United Kingdom,sports celebrities,3800000.0,instagram
Kanika Kapoor ,kanik4kapoor,12600000.0,1.52,United Kingdom,fashion and accessories singer music songwriting,3800000.0,instagram
Tom Felton ,t22felton,12100000.0,1.85,United Kingdom,entertainment and music,3600000.0,instagram
Steven Gerrard ,stevengerrard,11700000.0,0.56,United Kingdom,sports soccer,3500000.0,instagram
Tom Hiddleston ,twhiddleston,11400000.0,8.4,United Kingdom,acting and drama actors,3400000.0,instagram
Mercedes-AMG PETRONAS F1 Team ,mercedesamgf1,11300000.0,0.44,United Kingdom,sports cars racing mercedes,3400000.0,instagram
Calvin Harris ,calvinharris,11300000.0,0.81,United Kingdom,entertainment and music music producers singer,3400000.0,instagram
Raheem Sterling x 😇 ,sterling7,10800000.0,1.84,United Kingdom,sports personal finance soccer,3300000.0,instagram
jade amelia thirlwall ,jadethirlwall,10600000.0,1.59,United Kingdom,entertainment and music singer dance,3200000.0,instagram
Ed Westwick ,edwestwick,10500000.0,1.08,United Kingdom,entertainment and music actors music lifestyle,3200000.0,instagram
Anya Taylor-Joy ,anyataylorjoy,10000000.0,9.29,United Kingdom,entertainment and music actors modeling singer,3000000.0,instagram
England football team ,england,9800000.0,0.32,United Kingdom,sports,3000000.0,instagram
Maisie Williams ,maisie_williams,9800000.0,1.19,United Kingdom,entertainment and music modeling tv shows actors,2900000.0,instagram
Tom Hardy ,tomhardy,9700000.0,0.94,United Kingdom,actors,2900000.0,instagram
JLingz ,jesselingard,9500000.0,1.95,United Kingdom,sports soccer,2800000.0,instagram
Tom Ellis ,officialtomellis,9400000.0,2.23,United Kingdom,entertainment and music celebrity actors,2800000.0,instagram
Florence Pugh ,florencepugh,9300000.0,5.31,United Kingdom,entertainment and music acting and drama celebrity actors,2800000.0,instagram
Phil Foden ,philfoden,9300000.0,10.26,United Kingdom,sports soccer,2800000.0,instagram
Zoë Sugg ,zoesugg,9300000.0,0.11,United Kingdom,fashion and accessories entertainment and music business and finance video blogger,2800000.0,instagram
Jack Grealish ,jackgrealish,9100000.0,8.38,United Kingdom,sports outdoor activity,2700000.0,instagram
Charlotte Letitia Crosby ,charlottegshore,8800000.0,0.57,United Kingdom,fashion and accessories fitness and health tv shows,2600000.0,instagram
Holly Willoughby ,hollywilloughby,8500000.0,0.32,United Kingdom,entertainment and music beauty and self care,2600000.0,instagram
John Terry ,johnterry.26,8300000.0,1.01,United Kingdom,sports,2500000.0,instagram
Karen Gillan ,karengillan,8100000.0,2.09,United Kingdom,entertainment and music food actors,2400000.0,instagram
Molly-Mae Hague ,mollymae,7900000.0,0.13,United Kingdom,fashion and accessories home and garden business and finance actors,2400000.0,instagram
Hero Fiennes Tiffin ,hero_ft,7500000.0,9.89,United Kingdom,celebrity modeling styling,2300000.0,instagram
Lewis Capaldi ,lewiscapaldi,7400000.0,4.7,United Kingdom,entertainment and music music songwriting band,2200000.0,instagram
Jessica Alves ,jessicaalvesuk,7400000.0,0.05,United Kingdom,fashion and accessories travel television modeling,2200000.0,instagram
Arctic Monkeys ,arcticmonkeys,7300000.0,8.84,United Kingdom,entertainment and music music producers,2200000.0,instagram
Gregg Sulkin ,greggsulkin,7200000.0,0.56,United Kingdom,celebrity actors,2200000.0,instagram
Harry Styles HQ ,hshq,7200000.0,14.59,United Kingdom,entertainment and music music singer,2200000.0,instagram
Orlando Bloom ,orlandobloom,7200000.0,0.62,Suurbritannia,näitlejad näitleja,2100000.0,instagram
Frank Lampard ,franklampard,7000000.0,2.02,Suurbritannia,sport jalgpall,2100000.0,instagram
Julius Dein ,juliusdein,6700000.0,3.31,Suurbritannia,meelelahutus ja muusika lõbus elustiil kuulsused,2000000.0,instagram
Michelle Keegan ,michkeegan,6700000.0,0.97,Suurbritannia,elustiil,2000000.0,instagram
MARIO TESTINO ,mariotestino,6600000.0,0.36,Suurbritannia,romantika ja pulmad kunst ja käsitöö korvpall,2000000.0,instagram
Mason Mount ,masonmount,6400000.0,13.71,Suurbritannia,sport,1900000.0,instagram
James Corden ,j_corden,6300000.0,1.29,Suurbritannia,näitlejad,1900000.0,instagram
Regé-Jean Page ,regejean,6300000.0,6.89,Suurbritannia,näitlemine ja draama,1900000.0,instagram
Nathalie Emmanuel ,nathalieemmanuel,6200000.0,0.75,Suurbritannia,toit ilutooted ja enesehooldus näitlejad,1900000.0,instagram
Kit Connor ,kit.connor,6100000.0,28.68,Suurbritannia,meelelahutus ja muusika,1800000.0,instagram
Charlie Heaton ,charlie.r.heaton,6100000.0,5.46,Suurbritannia,näitlejad muusika,1800000.0,instagram
Saraya Bevis ,realpaigewwe,6000000.0,2.5,Suurbritannia,sport muusika laulja modellindus,1800000.0,instagram
Rio Ferdinand OBE ,rioferdy5,5900000.0,0.75,Suurbritannia,meelelahutus ja muusika jalgpall,1800000.0,instagram
Queen ,officialqueenmusic,5900000.0,0.7,Suurbritannia,meelelahutus ja muusika muusika rock laulja,1800000.0,instagram
Ozzy Osbourne ,ozzyosbourne,5800000.0,0.56,Suurbritannia,meelelahutus ja muusika muusika,1700000.0,instagram
